,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000,Classifica
283,Vera,d,LEC,5,"5,7","5,9",0,0,0 / 0,0,1,0,0,3,-,
284,Chancellor,d,BRE,26,"5,69","5,90",3,0,0 / 0,0,0,3,0,5,-,
285,Semprini,d,BRE,10,"5,7","5,9",1,0,0 / 0,0,0,2,0,3,-,
286,Dawidowicz,d,VER,10,"5,9","5,9",1,0,0 / 0,0,0,2,2,1,-,10
287,Agudelo,c,FIO,10,"5,85","5,9",1,0,0 / 0,0,0,3,1,2,-,13
288,Ghiglione,d,GEN,23,"5,76","5,89",0,0,0 / 0,0,5,4,0,6,-,11
289,Edera,a,TOR,9,"5,67","5,89",1,0,0 / 0,0,1,2,1,1,-,17
290,Laurini,d,PAR,13,"5,88","5,88",0,0,0 / 0,0,2,4,0,2,-,20
291,Radu,d,LAZ,29,"5,91","5,88",1,0,0 / 0,0,0,8,0,6,-,6
292,Boateng,a,FIO,12,"5,71","5,88",1,0,0 / 0,0,0,2,0,6,-,13
293,Cristante,c,ROM,24,"5,83","5,88",1,0,0 / 0,0,2,7,1,5,-,7
294,Caldara,d,ATA,13,"5,85","5,88",0,0,0 / 0,0,1,1,0,2,-,3
295,Donati,d,LEC,20,"5,92","5,88",1,0,0 / 0,0,0,4,0,8,-,
296,Shakhov,c,LEC,21,"5,71","5,88",1,0,0 / 0,0,2,3,0,5,-,
297,Meccariello,d,LEC,12,"5,67","5,88",1,0,0 / 0,0,0,2,0,3,-,
298,Majer,c,LEC,27,"5,85","5,87",1,0,0 / 0,0,1,7,0,6,-,
299,Krunic,c,MIL,11,"5,91","5,86",0,0,0 / 0,0,1,3,0,1,-,2
300,De Sciglio,d,JUV,7,"5,93","5,86",0,0,0 / 0,0,0,1,0,1,-,4
301,Skriniar,d,INT,32,"6,06","5,86",0,0,0 / 0,0,0,7,1,8,-,1
302,Matuidi,c,JUV,32,"5,86","5,86",0,0,0 / 0,0,1,2,0,7,-,4
303,Rincon,c,TOR,31,"5,87","5,85",1,0,0 / 0,0,2,11,0,7,-,17
304,Caceres,d,FIO,27,"5,93","5,85",1,0,0 / 0,0,0,8,1,6,-,13
305,Brugman,c,PAR,20,"5,9","5,85",0,0,0 / 0,0,1,5,0,5,-,20
306,Florenzi,d,ROM,13,"5,96","5,85",0,0,0 / 0,0,1,5,0,5,-,7
307,Magnanelli,c,SAS,17,"6,0","5,85",0,0,0 / 0,0,0,5,0,3,-,8
308,Bonifazi,d,SPA,17,"5,56","5,85",2,0,0 / 0,0,0,2,0,4,-,
309,Walace,c,UDI,17,"5,91","5,85",0,0,0 / 0,0,0,2,0,3,-,14
310,Tabanelli,c,LEC,13,"5,77","5,85",1,0,0 / 0,0,0,4,0,5,-,
311,Sturaro,c,GEN,16,"5,81","5,84",1,0,0 / 0,0,1,7,0,2,-,11
312,Parolo,c,LAZ,28,"5,88","5,84",1,0,0 / 0,0,0,8,0,5,-,6
313,Lucas Leiva,c,LAZ,25,"6,0","5,84",0,0,0 / 0,0,1,8,1,5,-,6
314,Barilla',c,PAR,25,"5,8","5,84",1,0,0 / 0,0,1,6,0,5,-,20
315,Rodrigo Becao,d,UDI,28,"5,88","5,84",1,0,0 / 0,0,0,8,0,5,-,14
316,Khedira,c,JUV,12,"5,88","5,83",0,0,0 / 0,0,1,3,0,1,-,4
317,Zappacosta,d,ROM,9,"5,72","5,83",0,0,0 / 0,0,1,0,0,2,-,7
318,Lirola,d,FIO,35,"5,83","5,83",0,0,0 / 0,0,2,4,0,7,-,13
319,Fazio,d,ROM,15,"5,77","5,83",1,0,0 / 0,0,0,2,1,2,-,7
320,Mancini,d,ROM,32,"5,98","5,83",1,0,0 / 0,0,0,14,1,8,-,7
321,Ibanez,d,ROM,9,"5,94","5,83",0,0,0 / 0,0,0,2,0,2,-,7
322,Gabbia,d,MIL,9,"5,89","5,83",0,0,0 / 0,0,0,1,0,2,-,2
323,Hernani,c,PAR,32,"5,86","5,83",0,0,0 / 0,0,4,10,0,8,-,20
324,Henderson L.,c,VER,3,"6,0","5,83",0,0,0 / 0,0,0,1,0,1,-,10
325,Ferrari G.,d,SAS,22,"5,89","5,82",0,0,0 / 0,0,1,5,0,5,-,8
326,Farago',c,CAG,19,"5,79","5,82",1,0,0 / 0,0,1,3,0,4,-,16
327,Ekdal,c,SAM,30,"5,88","5,82",0,0,0 / 0,0,2,8,0,5,-,9
328,Zeegelaar,d,UDI,11,"5,77","5,82",0,0,0 / 0,0,2,3,0,5,-,14
329,Izzo,d,TOR,31,"5,85","5,81",1,0,0 / 0,0,0,5,2,5,-,17
330,Romagna,d,SAS,18,"5,89","5,81",0,0,0 / 0,0,0,3,0,3,-,8
331,Skov Olsen,a,BOL,21,"5,67","5,81",1,0,0 / 0,0,0,2,0,4,-,12
332,Pereiro,c,CAG,8,"5,62","5,81",1,0,0 / 0,0,0,3,0,5,-,16
333,Ghezzal,c,FIO,15,"5,77","5,8",1,0,0 / 0,0,0,5,0,3,-,13
334,Romero,d,GEN,30,"5,92","5,8",1,0,0 / 0,0,1,13,1,5,-,11
335,Samir,d,UDI,19,"5,71","5,79",1,0,0 / 0,0,0,3,0,4,-,14
336,Radovanovic,c,GEN,16,"5,88","5,78",0,0,0 / 0,0,0,3,0,1,-,11
337,Suso,c,MIL,16,"5,53","5,78",1,0,0 / 0,0,2,2,0,8,-,2
338,Missiroli,c,SPA,34,"5,79","5,78",1,0,0 / 0,0,0,7,0,6,-,
339,Chiriches,d,SAS,9,"5,78","5,78",0,0,0 / 0,0,0,0,0,1,-,8
340,Vavro,d,LAZ,9,"5,78","5,78",0,0,0 / 0,0,0,0,0,1,-,6
341,Dessena,c,BRE,24,"5,67","5,77",2,0,0 / 0,0,0,5,1,5,-,
342,Venuti,d,FIO,13,"5,85","5,77",0,0,0 / 0,0,1,4,0,3,-,13
343,Empereur,d,VER,11,"5,91","5,77",0,0,0 / 0,0,0,3,0,1,-,10
344,Mario Rui,d,NAP,23,"5,87","5,76",0,0,0 / 0,0,2,9,0,4,-,5
345,Patric,d,LAZ,21,"5,86","5,76",0,0,0 / 0,0,0,2,1,4,-,6
346,Valdifiori,c,SPA,21,"5,74","5,76",0,0,0 / 0,0,3,5,0,4,-,
347,Pisacane,d,CAG,29,"5,79","5,76",1,0,0 / 0,0,0,6,1,4,-,16
348,Lerager,c,GEN,21,"5,69","5,76",1,0,0 / 0,0,1,5,0,4,-,11
349,De Silvestri,d,TOR,26,"5,79","5,75",0,0,0 / 0,0,0,2,0,3,-,17
350,Barreto,c,SAM,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,1,-,9
351,Ceccherini,d,FIO,10,"5,9","5,75",0,0,0 / 0,0,0,3,0,2,-,13
352,Agoume,c,INT,2,"6,0","5,75",0,0,0 / 0,0,0,1,0,1,-,1
353,Tutino,a,VER,4,"5,75","5,75",0,0,0 / 0,0,0,0,0,1,-,10
354,Sutalo,d,ATA,4,"5,88","5,75",0,0,0 / 0,0,0,1,0,3,-,3
355,Barreca,d,GEN,17,"5,68","5,74",0,0,0 / 0,0,1,0,0,2,-,11
356,Depaoli,d,SAM,27,"5,81","5,74",0,0,0 / 0,0,1,7,0,5,-,9
357,Marlon,d,SAS,23,"5,89","5,74",0,0,0 / 0,0,0,7,0,4,-,8
358,Goldaniga,d,GEN,11,"5,64","5,73",1,0,0 / 0,0,0,4,0,2,-,11
359,Jajalo,c,UDI,24,"5,90","5,73",0,0,0 / 0,0,0,6,1,4,-,14
360,Gunter,d,VER,31,"5,84","5,73",0,0,0 / 0,0,0,7,0,4,-,10
361,Calabria,d,MIL,23,"5,67","5,72",1,0,0 / 0,0,1,2,2,5,-,2
362,Lukic,c,TOR,27,"5,70","5,72",1,0,0 / 0,0,1,5,1,4,-,17
363,Mbaye,d,BOL,19,"5,74","5,71",0,0,0 / 0,0,2,5,0,3,-,12
364,Floccari,a,SPA,17,"5,62","5,71",1,0,0 / 0,0,0,3,0,2,-,
365,Bastos,d,LAZ,14,"5,79","5,71",1,0,0 / 0,0,0,4,0,2,-,6
366,Santander,a,BOL,17,"5,71","5,71",1,0,1 / 1,0,0,6,0,2,-,12
367,Ter Avest,d,UDI,14,"5,75","5,71",0,0,0 / 0,0,0,1,0,2,-,14
368,Cistana,d,BRE,21,"5,76","5,71",1,0,0 / 0,0,0,6,1,2,-,
369,Badelj,c,FIO,20,"5,62","5,7",1,0,0 / 0,0,0,1,1,2,-,13
370,Laxalt,c,MIL,15,"5,73","5,7",0,0,0 / 0,0,1,4,0,2,-,2
371,Ionita,c,CAG,28,"5,73","5,70",0,0,0 / 0,0,2,6,0,4,-,16
372,Bocchetti,d,VER,5,"5,9","5,7",0,0,0 / 0,0,0,2,0,1,-,10
373,Babacar,a,LEC,24,"5,65","5,69",3,0,0 / 2,0,0,4,0,3,-,
374,Ankersen,d,GEN,16,"5,69","5,69",0,0,0 / 0,0,1,2,0,3,-,11
375,Masiello,d,GEN,22,"5,75","5,68",0,0,0 / 0,0,1,5,0,4,-,11
376,Lucioni,d,LEC,36,"5,62","5,68",3,0,0 / 0,0,0,8,1,5,-,
377,Dalbert,d,FIO,31,"5,71","5,68",0,0,0 / 0,0,4,8,1,6,-,13
378,Sottil,a,FIO,11,"5,77","5,68",0,0,0 / 0,0,0,3,0,2,-,13
379,Klavan,d,CAG,28,"5,82","5,68",0,0,0 / 0,0,0,4,0,3,-,16
380,Medel,c,BOL,23,"5,93","5,67",0,0,0 / 0,0,0,10,1,4,-,12
381,La Gumina,a,SAM,3,"5,67","5,67",0,0,0 / 0,0,0,0,0,1,-,9
382,Millico,a,TOR,6,"5,67","5,67",0,0,0 / 0,0,0,0,0,1,-,17
383,Anderson A.,c,LAZ,3,"5,67","5,67",0,0,0 / 0,0,0,0,0,1,-,6
384,Anderson D.,c,LAZ,3,"5,83","5,67",0,0,0 / 0,0,0,1,0,2,-,6
385,Pedro G.,a,FIO,3,"5,67","5,67",0,0,0 / 0,0,0,0,0,1,-,13
386,Villar,c,ROM,6,"5,83","5,67",0,0,0 / 0,0,0,3,0,2,-,7
387,Zapata C.,d,GEN,19,"5,71","5,66",1,0,0 / 0,0,0,4,0,3,-,11
388,Reca,d,SPA,25,"5,62","5,66",0,0,0 / 0,0,2,2,0,3,-,
389,Obiang,c,SAS,22,"5,84","5,66",1,0,0 / 0,0,0,10,0,2,-,8
390,Thorsby,c,SAM,23,"5,76","5,65",1,0,0 / 0,0,1,7,1,3,-,9
391,Spalek,c,BRE,24,"5,46","5,65",2,0,0 / 0,0,1,5,0,4,-,
392,Gastaldello,d,BRE,7,"5,71","5,64",0,0,0 / 0,0,0,1,0,1,-,
393,Cassata,c,GEN,22,"5,64","5,64",2,0,0 / 0,0,0,9,2,3,-,11
394,Meite',c,TOR,29,"5,69","5,64",0,0,0 / 0,0,1,5,0,3,-,17
395,Terracciano,p,FIO,7,"6,36","5,64",0,5,0 / 0,0,0,0,0,6,-,13
396,Rigoni E,a,SAM,7,"5,64","5,64",0,0,0 / 0,0,1,2,0,2,-,9
397,Troost-Ekong,d,UDI,29,"5,72","5,64",0,0,0 / 0,0,0,5,0,4,-,14
398,Walukiewicz,d,CAG,14,"5,68","5,64",0,0,0 / 0,0,0,1,0,2,-,16
399,Papetti,d,BRE,11,"5,59","5,64",1,0,0 / 0,0,0,5,0,4,-,
400,Rossettini,d,LEC,26,"5,69","5,63",0,0,0 / 0,0,1,5,0,2,-,
401,Cacciatore,d,CAG,15,"5,73","5,63",0,0,0 / 0,0,0,1,1,2,-,16
402,Conti,d,MIL,21,"5,71","5,62",0,0,0 / 0,0,2,8,0,2,-,2
403,Ferrari A.,d,SAM,12,"5,79","5,62",0,0,0 / 0,0,0,4,0,1,-,9
404,Tonelli,d,SAM,9,"5,83","5,61",0,0,0 / 0,0,0,4,0,1,-,9
405,Lykogiannis,d,CAG,19,"5,66","5,61",0,0,0 / 0,0,1,4,0,2,-,16
406,Mirante,p,ROM,5,"6,6","5,6",0,5,0 / 0,0,0,0,0,3,-,7
407,Bertolacci,c,SAM,10,"5,75","5,6",0,0,0 / 0,0,0,3,0,2,-,9
408,Favilli,a,GEN,15,"5,73","5,6",0,0,0 / 0,0,0,4,0,2,-,11
409,Pajac,d,GEN,10,"5,65","5,6",0,0,0 / 0,0,0,1,0,1,-,11
410,Martella,d,BRE,20,"5,68","5,6",0,0,0 / 0,0,0,3,0,3,-,
411,Colley,d,SAM,31,"5,73","5,60",0,0,0 / 0,0,1,10,0,5,-,9
412,Teodorczyk,a,UDI,5,"5,7","5,6",0,0,0 / 0,0,0,1,0,1,-,14
413,Jony,c,LAZ,21,"5,64","5,60",0,0,0 / 0,0,1,4,0,3,-,6
414,Santon,d,ROM,11,"5,73","5,59",0,0,0 / 0,0,0,4,0,2,-,7
415,Behrami,c,GEN,17,"5,71","5,59",0,0,0 / 0,0,0,2,1,3,-,11
416,Bernardeschi,c,JUV,25,"5,52","5,58",1,0,0 / 0,0,1,6,0,3,-,4
417,Pezzella Giu.,d,PAR,19,"5,63","5,58",0,0,0 / 0,0,0,2,0,3,-,20
418,Murgia,c,SPA,24,"5,60","5,58",0,0,0 / 0,0,1,3,0,3,-,
419,Schouten,c,BOL,18,"5,81","5,58",0,0,0 / 0,0,0,6,1,2,-,12
420,Bjarnason,c,BRE,13,"5,62","5,58",0,0,0 / 0,0,0,1,0,3,-,
421,Igor,d,FIO,26,"5,69","5,56",0,0,0 / 0,0,1,9,0,3,-,13
422,Skrabb,a,BRE,8,"5,56","5,56",0,0,0 / 0,0,0,1,0,2,-,
423,Aina,d,TOR,29,"5,66","5,55",0,0,0 / 0,0,1,8,0,3,-,17
424,Paqueta',c,MIL,19,"5,68","5,55",0,0,0 / 0,0,1,7,0,2,-,2
425,Dell'orco,d,LEC,13,"5,54","5,54",0,0,0 / 0,0,1,0,1,2,-,
426,Sala,d,SPA,14,"5,57","5,54",0,0,0 / 0,0,0,1,0,1,-,
427,Biraschi,d,GEN,24,"5,73","5,54",0,0,0 / 0,0,0,3,1,3,-,11
428,Paz,d,LEC,13,"5,65","5,54",0,0,0 / 0,0,1,5,0,2,-,
429,Vieira,c,SAM,26,"5,73","5,54",0,0,0 / 0,0,1,11,1,3,-,9
430,Bourabia,c,SAS,16,"5,72","5,53",1,0,0 / 0,0,1,5,1,2,-,8
431,Ndoj,c,BRE,15,"5,6","5,53",0,0,0 / 0,0,0,2,0,2,-,
432,Koulibaly,d,NAP,25,"5,78","5,52",0,0,0 / 0,0,0,7,1,4,-,5
433,Birsa,c,CAG,9,"5,56","5,5",0,0,0 / 0,0,0,1,0,1,-,16
434,Pavoletti,a,CAG,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,16
435,Matri,a,SAS,3,"5,83","5,5",0,0,0 / 0,0,0,1,1,1,-,8
436,Rispoli,d,LEC,25,"5,62","5,5",0,0,0 / 0,0,0,6,0,3,-,
437,Destro,a,GEN,9,"5,56","5,5",0,0,0 / 0,0,0,2,0,1,-,11
438,Salamon,d,SPA,5,"5,6","5,5",0,0,0 / 0,0,0,1,0,1,-,
439,Zukanovic,d,SPA,3,"5,67","5,5",0,0,0 / 0,0,0,1,0,1,-,
440,Adjapong,d,VER,4,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,10
441,Cristoforo,c,FIO,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,13
442,Musacchio,d,MIL,18,"5,67","5,5",0,0,0 / 0,0,0,4,1,1,-,2
443,Rodriguez R.,d,MIL,5,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,2
444,Imbula,c,LEC,3,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,
445,Dijks,d,BOL,13,"5,69","5,5",0,0,0 / 0,0,0,5,0,2,-,12
446,Opoku,d,UDI,7,"5,71","5,5",0,0,0 / 0,0,0,1,1,1,-,14
447,Piccoli,a,ATA,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,3
448,Benzar,d,LEC,3,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,
449,Tripaldelli,d,SAS,2,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,8
450,Tremolada,c,BRE,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,
451,Viviani M.,c,BRE,5,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,
452,Riccardi D,d,LEC,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,
453,Paloschi,a,CAG,13,"5,46","5,46",0,0,0 / 0,0,0,0,0,2,-,16
454,Vicari,d,SPA,33,"5,64","5,45",0,0,0 / 0,0,0,4,0,3,-,
455,Tachtsidis,c,LEC,27,"5,5","5,44",0,0,0 / 0,0,2,5,1,3,-,
456,Fares,c,SPA,8,"5,56","5,44",0,0,0 / 0,0,0,2,0,1,-,
457,Can,c,JUV,7,"5,57","5,43",0,0,0 / 0,0,0,2,0,2,-,4
458,Eysseric,c,VER,6,"5,58","5,42",0,0,0 / 0,0,0,2,0,1,-,10
459,Duarte,d,MIL,5,"5,6","5,4",0,0,0 / 0,0,0,2,0,1,-,2
460,Cetin,d,ROM,5,"5,8","5,4",0,0,0 / 0,0,0,2,1,1,-,7
461,Tunjov,c,SPA,5,"5,4","5,4",0,0,0 / 0,0,0,0,0,1,-,
462,Murillo,d,SAM,9,"5,56","5,39",0,0,0 / 0,0,0,1,1,2,-,9
463,Badu,c,VER,4,"5,62","5,38",0,0,0 / 0,0,0,2,0,1,-,10
464,Cragno,p,CAG,16,"6,53","5,38",0,21,0 / 0,1,0,1,0,10,-,16
465,Cionek,d,SPA,27,"5,57","5,37",0,0,0 / 0,0,0,11,0,3,-,
466,Luperto,d,NAP,7,"5,5","5,36",0,0,0 / 0,0,0,2,0,1,-,5
467,Aye',a,BRE,21,"5,45","5,36",0,0,0 / 0,0,0,2,1,3,-,
468,Donnarumma G.,p,MIL,36,"6,22","5,35",0,42,0 / 0,4,0,3,0,15,-,2
469,Handanovic,p,INT,35,"6,2","5,34",0,32,0 / 0,1,0,2,0,14,-,1
470,Sportiello,p,ATA,6,"6,17","5,33",0,5,0 / 0,0,0,0,0,3,-,3
471,Peluso,d,SAS,20,"5,45","5,32",0,0,0 / 0,0,1,5,1,2,-,8
472,Felipe,d,SPA,14,"5,46","5,32",0,0,0 / 0,0,0,5,0,1,-,
473,Rugani,d,JUV,8,"5,44","5,31",0,0,0 / 0,0,0,2,0,1,-,4
474,Lyanco,d,TOR,16,"5,59","5,31",0,0,0 / 0,0,0,5,0,1,-,17
475,Bereszynski,d,SAM,28,"5,55","5,30",0,0,0 / 0,0,0,10,0,2,-,9
476,Biglia,c,MIL,9,"5,39","5,28",0,0,0 / 0,0,1,4,0,1,-,2
477,Tomovic,d,SPA,21,"5,48","5,26",0,0,0 / 0,0,1,5,1,2,-,
478,Colombi,p,PAR,4,"6,25","5,25",0,4,0 / 0,0,0,0,0,1,-,20
479,Antonucci,a,ROM,2,"5,5","5,25",0,0,0 / 0,0,0,1,0,1,-,7
480,Jankovic,c,SPA,2,"5,25","5,25",0,0,0 / 0,0,0,1,0,1,-,
481,Mateju,d,BRE,30,"5,45","5,25",0,0,0 / 0,0,1,8,1,3,-,
482,Maroni,c,SAM,4,"5,75","5,25",0,0,0 / 1,0,1,0,0,2,-,9
483,Murru,d,SAM,27,"5,43","5,24",0,0,0 / 0,0,0,4,1,1,-,9
484,Mangraviti,d,BRE,13,"5,31","5,23",0,0,0 / 0,0,0,2,0,2,-,
485,Denswil,d,BOL,25,"5,44","5,22",0,0,0 / 0,0,0,5,1,2,-,12
486,Strakosha,p,LAZ,38,"6,24","5,18",0,42,0 / 0,1,0,2,0,12,-,6
487,Ranieri L.,d,FIO,3,"5,5","5,17",0,0,0 / 0,0,0,0,1,1,-,13
488,Szczesny,p,JUV,29,"6,21","5,16",0,33,0 / 0,1,0,1,0,11,-,4
489,Djidji,d,TOR,13,"5,31","5,12",0,0,0 / 0,0,0,1,0,2,-,17
490,Musso,p,UDI,38,"6,26","5,07",0,51,0 / 0,2,0,1,0,12,-,14
491,Da Costa,p,BOL,1,"6,0","5,0",0,1,0 / 0,0,0,0,0,1,-,12
492,Buffon,p,JUV,9,"6,11","5,0",0,10,0 / 0,0,0,0,0,3,-,4
493,Dragowski,p,FIO,31,"6,21","5,0",0,43,0 / 0,2,0,1,0,9,-,13
494,Andre' Silva,a,MIL,1,"5,5","5,0",0,0,0 / 0,0,0,1,0,14,-,2
495,Rossi F.,p,ATA,1,"6,0","5,0",0,1,0 / 0,0,0,0,0,1,-,3
496,Ospina,p,NAP,17,"6,0","5,0",0,17,0 / 0,0,0,0,0,8,-,5
497,El Yamiq,d,GEN,3,"5,17","5,0",0,0,0 / 0,0,0,1,0,1,-,11
498,Fuzato,p,ROM,1,"6,0","5,0",0,1,0 / 0,0,0,0,0,1,-,7
499,Moncini,a,SPA,2,"5,0","5,0",0,0,0 / 0,0,0,0,0,1,-,
500,Corbo,d,BOL,2,"5,25","5,0",0,0,0 / 0,0,0,1,0,1,-,12
501,Carboni,d,CAG,6,"5,5","5,0",0,0,0 / 0,0,0,2,2,2,-,16
502,Silvestri,p,VER,35,"6,24","4,99",0,43,0 / 0,0,0,2,0,10,-,10
503,Sepe,p,PAR,34,"6,24","4,93",0,53,0 / 0,3,0,1,0,10,-,20
504,Gollini,p,ATA,33,"6,20","4,88",0,42,0 / 0,0,0,3,0,10,-,3
505,Olsen,p,CAG,17,"6,29","4,82",0,24,0 / 0,0,0,0,1,8,-,16
506,Meret,p,NAP,22,"6,14","4,77",0,33,0 / 0,1,0,0,0,6,-,5
507,Begovic,p,MIL,2,"6,25","4,75",0,3,0 / 0,0,0,0,0,1,-,2
508,Pau Lopez,p,ROM,32,"6,08","4,72",0,45,0 / 0,1,0,3,0,9,-,7
509,Sirigu,p,TOR,36,"6,43","4,68",0,64,0 / 0,1,0,4,0,8,-,17
510,Juan Jesus,d,ROM,3,"5,0","4,67",0,0,0 / 0,0,0,2,0,2,-,7
511,Alfonso,p,BRE,3,"6,0","4,67",0,4,0 / 0,0,0,0,0,1,-,
512,Berisha,p,SPA,26,"6,37","4,65",0,44,0 / 0,0,0,1,0,5,-,
513,Rosati,p,TOR,1,"5,5","4,5",0,1,0 / 0,0,0,0,0,1,-,17
514,Consigli,p,SAS,31,"6,08","4,39",0,55,0 / 0,1,0,1,0,7,-,8
515,Skorupski,p,BOL,37,"6,0","4,32",0,64,0 / 0,1,0,2,0,6,-,12
516,Joronen,p,BRE,29,"6,24","4,29",0,59,0 / 0,1,0,1,0,5,-,
517,Audero,p,SAM,36,"6,01","4,28",0,60,0 / 0,0,0,1,0,6,-,9
518,Turati,p,SAS,2,"6,25","4,25",0,4,0 / 0,0,0,0,0,1,-,8
519,Perin,p,GEN,21,"6,07","4,24",0,38,0 / 0,0,0,1,0,5,-,11
520,Rafael,p,CAG,6,"6,0","4,17",0,11,0 / 0,0,0,0,0,1,-,16
521,Padelli,p,INT,3,"5,33","4,0",0,4,0 / 0,0,0,0,0,1,-,1
522,Radu I.,p,PAR,17,"6,03","4,0",0,35,0 / 0,0,1,1,0,1,-,20
523,Vigorito,p,LEC,5,"5,9","4,0",0,9,0 / 0,0,0,1,0,1,-,
524,Thiam D.,p,SPA,2,"6,0","4,0",0,4,0 / 0,0,0,0,0,1,-,
525,Gabriel,p,LEC,34,"6,16","3,99",0,76,0 / 0,2,0,4,0,5,-,
526,Ujkani,p,TOR,1,"6,5","3,5",0,3,0 / 0,0,0,0,0,1,-,17
527,Andrenacci,p,BRE,6,"6,0","3,33",0,16,0 / 0,0,0,0,0,2,-,
528,Falcone,p,SAM,2,"6,0","3,25",0,5,0 / 0,0,0,1,0,1,-,9
529,Letica,p,SPA,10,"5,7","3,05",0,29,0 / 0,1,0,1,0,1,-,
530,Radunovic,p,VER,3,"5,67","2,83",0,8,0 / 0,0,0,1,0,1,-,10
531,Almici,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,10
532,Sarr M.,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,12
533,Di Gaudio,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,10
534,Marrone,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-,10
535,Matos,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,14
536,Seculin,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,9
537,Capezzi,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,9
538,Donnarumma An.,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,2
539,Berni,p,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,1
540,Bessa,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,10
541,Icardi,a,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,31,-,1
542,Puscas,a,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,1
543,Mandzukic,a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,8,-,4
544,Guerrieri,p,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,6
545,Marchetti,p,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,11
546,Rafael Cabral,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,9
547,Strinic,d,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,2
548,Hiljemark,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-,11
549,Rigoni L,c,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,20
550,Crescenzi,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,10
551,Gazzola,d,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,20
552,Falcinelli,a,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,-,12
553,Gomis A,p,SPA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
554,Ichazo,p,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,11
555,Karnezis,p,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,5
556,Scuffet,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,14
557,Perica,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,14
558,Thereau,a,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
559,Viviani,c,SPA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-,
560,Alastra,p,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,20
561,Machin,c,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,20
562,Donsah,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-,12
563,Perisan,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,14
564,Perisic,c,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,17,-,1
565,Tupta,a,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,10
566,Fiamozzi,d,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
567,Balic,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-,14
568,Nagy,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,12
569,Munari,c,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,20
