,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000,Classifica
283,Scozzarella,c,PAR,19,"5,95","5,89",0,0,0 / 0,0,3,8,0,7,-,10
284,Meggiorini,a,CHI,24,"5,62","5,88",3,0,1 / 1,0,0,6,0,7,-,
285,Silvestre,d,EMP,34,"5,85","5,88",2,0,0 / 0,0,0,6,0,10,-,
286,Gazzola,d,PAR,16,"5,78","5,88",1,0,0 / 0,0,0,3,0,7,-,10
287,Bastos,d,LAZ,17,"5,79","5,88",1,0,0 / 0,0,0,3,0,7,-,4
288,Hancko,d,FIO,4,"5,62","5,88",0,0,0 / 0,0,1,0,0,3,-,9
289,Colley,d,SAM,21,"5,93","5,88",0,0,0 / 0,0,0,0,1,7,-,15
290,Djidji,d,TOR,16,"5,94","5,88",0,0,0 / 0,0,0,2,0,7,-,16
291,Hiljemark,c,GEN,15,"5,67","5,87",1,0,0 / 0,0,0,0,0,7,-,17
292,Dzemaili,c,BOL,27,"5,80","5,87",1,0,0 / 0,0,1,4,0,11,-,12
293,Cacciatore,d,CAG,14,"5,82","5,86",0,0,0 / 0,0,2,3,0,6,-,13
294,Mchedlidze,a,EMP,7,"5,79","5,86",0,0,0 / 0,0,1,1,0,3,-,
295,Cassata,c,FRO,18,"5,69","5,86",2,0,0 / 0,0,2,8,1,6,-,
296,Tomovic,d,CHI,10,"5,6","5,85",1,0,0 / 0,0,0,1,0,4,-,
297,Santon,d,ROM,13,"5,77","5,85",0,0,0 / 0,0,1,0,0,4,-,5
298,Magnanelli,c,SAS,23,"5,96","5,85",0,0,0 / 0,0,0,3,1,6,-,8
299,Missiroli,c,SPA,34,"5,99","5,85",0,0,0 / 0,0,0,9,0,8,-,20
300,Maksimovic,d,NAP,17,"5,97","5,85",0,0,0 / 0,0,0,4,0,6,-,7
301,Chibsah,c,FRO,31,"5,82","5,84",1,0,0 / 0,0,0,5,0,8,-,
302,Albiol,d,NAP,19,"5,79","5,84",1,0,0 / 0,0,0,4,0,10,-,7
303,Rigoni L,c,PAR,22,"5,68","5,84",2,0,0 / 0,0,0,5,0,6,-,10
304,Conti,d,MIL,9,"5,78","5,83",0,0,0 / 0,0,2,3,0,5,-,6
305,Masiello,d,ATA,23,"5,98","5,83",0,0,0 / 0,0,1,5,0,9,-,3
306,Grassi,c,PAR,6,"5,83","5,83",0,0,0 / 0,0,0,0,0,6,-,10
307,Regini,d,SPA,3,"5,83","5,83",0,0,0 / 0,0,0,0,0,3,-,20
308,Moretti,d,TOR,23,"5,93","5,83",0,0,0 / 0,0,0,5,0,7,-,16
309,Badu,c,UDI,3,"5,83","5,83",0,0,0 / 0,0,0,0,0,3,-,14
310,Klavan,d,CAG,15,"5,9","5,83",0,0,0 / 0,0,0,2,0,6,-,13
311,Murru,d,SAM,34,"5,81","5,82",0,0,0 / 0,0,5,9,0,8,-,15
312,Sau,a,SAM,14,"5,75","5,82",1,0,0 / 0,0,0,4,0,7,-,15
313,Costa F,d,SPA,8,"5,81","5,81",0,0,0 / 0,0,0,0,0,4,-,20
314,Farago',d,CAG,24,"5,83","5,81",1,0,0 / 0,0,1,7,1,7,-,13
315,Bourabia,c,SAS,31,"5,85","5,81",1,0,0 / 0,0,0,7,1,7,-,8
316,Troost-Ekong,d,UDI,35,"5,87","5,81",0,0,0 / 0,0,0,4,0,7,-,14
317,Djourou,d,SPA,5,"5,8","5,8",0,0,0 / 0,0,0,0,0,5,-,20
318,Vieira,c,SAM,10,"5,9","5,8",0,0,0 / 0,0,0,3,0,5,-,15
319,Padoin,c,CAG,28,"5,79","5,79",0,0,0 / 0,0,1,2,0,6,-,13
320,Djordjevic,a,CHI,12,"5,58","5,79",1,0,0 / 0,0,0,1,0,6,-,
321,Svanberg,c,BOL,21,"5,74","5,79",0,0,0 / 0,0,2,2,0,6,-,12
322,Cigarini,c,CAG,23,"5,93","5,78",0,0,0 / 0,0,1,9,0,6,-,13
323,Peluso,d,SAS,16,"5,75","5,78",1,0,0 / 0,0,0,5,0,6,-,8
324,Vitor Hugo,d,FIO,29,"5,90","5,78",0,0,0 / 0,0,1,7,1,7,-,9
325,Marusic,c,LAZ,25,"5,7","5,78",1,0,0 / 0,0,1,2,1,9,-,4
326,Pellegrini Lu.,d,CAG,16,"5,84","5,78",0,0,0 / 0,0,2,4,1,6,-,13
327,Valdifiori,c,SPA,13,"5,81","5,77",0,0,0 / 0,0,1,3,0,5,-,20
328,Ceppitelli,d,CAG,24,"5,88","5,77",1,0,0 / 0,0,1,5,2,8,-,13
329,Ceccherini,d,FIO,13,"5,88","5,77",0,0,0 / 0,0,0,3,0,6,-,9
330,Nuytinck,d,UDI,27,"5,87","5,76",0,0,0 / 0,0,0,4,1,8,-,14
331,Mattiello,d,BOL,16,"5,62","5,75",1,0,0 / 0,0,1,2,1,7,-,12
332,Badelj,c,LAZ,22,"5,84","5,75",1,0,0 / 0,0,0,6,0,7,-,4
333,Ranocchia,d,INT,2,"6,0","5,75",0,0,0 / 0,0,0,1,0,2,-,2
334,Patric,d,LAZ,14,"5,79","5,75",0,0,0 / 0,0,0,1,0,4,-,4
335,Mauri J,c,MIL,4,"5,75","5,75",0,0,0 / 0,0,0,0,0,2,-,6
336,Luperto,d,NAP,10,"5,75","5,75",0,0,0 / 0,0,0,0,0,3,-,7
337,Salamon,d,FRO,20,"5,82","5,75",0,0,0 / 0,0,0,3,0,7,-,
338,Parigini,a,TOR,12,"5,83","5,75",0,0,0 / 0,0,0,2,0,5,-,16
339,Vlahovic,a,FIO,4,"5,75","5,75",0,0,0 / 0,0,0,0,0,3,-,9
340,Vloet,c,FRO,4,"5,75","5,75",0,0,0 / 0,0,0,0,0,4,-,
341,Dalmonte,a,GEN,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,2,-,17
342,Nikolaou,d,EMP,4,"5,75","5,75",0,0,0 / 0,0,0,0,0,3,-,
343,Lerager,c,GEN,14,"5,68","5,75",1,0,0 / 0,0,0,4,0,6,-,17
344,Despodov,a,CAG,4,"5,75","5,75",0,0,0 / 0,0,0,0,0,4,-,13
345,Jankovic,c,SPA,2,"6,0","5,75",0,0,0 / 0,0,0,1,0,6,-,20
346,Nicolussi Caviglia,c,JUV,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,3,-,1
347,Hysaj,d,NAP,25,"5,74","5,74",0,0,0 / 0,0,2,4,0,8,-,7
348,Tonelli,d,SAM,19,"5,84","5,74",1,0,0 / 0,0,0,6,0,7,-,15
349,Biraschi,d,GEN,34,"5,87","5,74",0,0,0 / 0,0,0,3,1,8,-,17
350,Hetemaj,c,CHI,28,"5,68","5,73",2,0,0 / 0,0,0,9,0,7,-,
351,Radu,d,LAZ,28,"5,79","5,73",0,0,0 / 0,0,1,5,0,7,-,4
352,Machis,a,UDI,11,"5,68","5,73",0,0,0 / 0,0,1,2,0,8,-,14
353,Gagliolo,d,PAR,34,"5,91","5,72",0,0,0 / 0,0,1,7,0,8,-,10
354,Juan Jesus,d,ROM,18,"5,78","5,72",1,0,0 / 0,0,0,4,0,7,-,5
355,Krejci,c,BOL,16,"5,59","5,72",0,0,0 / 0,0,3,2,0,6,-,12
356,Marlon,d,SAS,18,"5,69","5,72",1,0,0 / 0,0,0,3,1,7,-,8
357,Gori,c,FRO,7,"5,93","5,71",0,0,0 / 0,0,0,3,0,3,-,
358,Soddimo,c,FRO,7,"5,71","5,71",0,0,0 / 0,0,1,2,0,4,-,
359,Caceres,d,JUV,12,"5,75","5,71",0,0,0 / 0,0,0,1,0,5,-,1
360,Sala,d,SAM,19,"5,79","5,71",0,0,0 / 0,0,1,5,0,6,-,15
361,Lukaku J.,d,LAZ,7,"5,79","5,71",0,0,0 / 0,0,0,1,0,4,-,4
362,Teodorczyk,a,UDI,12,"5,75","5,71",1,0,0 / 1,0,0,1,0,8,-,14
363,Maiello,c,FRO,27,"5,78","5,70",0,0,0 / 0,0,0,4,0,8,-,
364,Norgaard,c,FIO,5,"5,7","5,7",0,0,0 / 0,0,0,0,0,3,-,9
365,Campbell,a,FRO,15,"5,63","5,7",0,0,0 / 0,0,3,4,0,8,-,
366,Kiyine,c,CHI,18,"5,81","5,69",0,0,0 / 0,0,1,7,0,6,-,
367,Diousse',c,CHI,14,"5,86","5,68",0,0,0 / 0,0,0,5,0,6,-,
368,Bereszynski,d,SAM,25,"5,74","5,68",0,0,0 / 0,0,2,5,1,6,-,15
369,Leris,a,CHI,22,"5,75","5,68",0,0,0 / 0,0,1,5,0,5,-,
370,Calabresi,d,BOL,17,"5,74","5,68",1,0,0 / 0,0,0,8,0,5,-,12
371,Frey,d,CHI,3,"5,67","5,67",0,0,0 / 0,0,0,0,0,3,-,
372,Adnan,d,ATA,3,"5,67","5,67",0,0,0 / 0,0,0,0,0,1,-,3
373,Zampano,d,FRO,26,"5,65","5,67",0,0,0 / 0,0,1,1,0,7,-,
374,Miguel Veloso,c,GEN,21,"5,79","5,67",0,0,0 / 0,0,1,7,0,7,-,17
375,Depaoli,c,CHI,32,"5,77","5,67",0,0,0 / 0,0,4,10,2,6,-,
376,Karsdorp,d,ROM,9,"5,72","5,67",0,0,0 / 0,0,0,1,0,4,-,5
377,Rogerio,d,SAS,32,"5,72","5,67",1,0,0 / 0,0,1,9,1,6,-,8
378,Junior Tavares,d,SAM,3,"5,83","5,67",0,0,0 / 0,0,0,1,0,2,-,15
379,Untersee,d,EMP,3,"5,67","5,67",0,0,0 / 0,0,0,0,0,2,-,
380,Laxalt,c,MIL,13,"5,73","5,65",0,0,0 / 0,0,0,2,0,6,-,6
381,Jankto,c,SAM,17,"5,71","5,65",0,0,0 / 0,0,0,2,0,8,-,15
382,Miranda,d,INT,14,"5,75","5,64",0,0,0 / 0,0,0,3,0,7,-,2
383,Dalbert,d,INT,11,"5,64","5,64",0,0,0 / 0,0,1,2,0,4,-,2
384,Iacoponi,d,PAR,38,"5,70","5,64",0,0,0 / 0,0,0,4,0,7,-,10
385,Fernandes,c,FIO,28,"5,61","5,64",2,0,0 / 0,0,0,8,1,7,-,9
386,Radovanovic,c,GEN,35,"5,76","5,63",0,0,0 / 0,0,0,9,0,6,-,17
387,Cesar,d,CHI,13,"5,5","5,62",1,0,0 / 0,0,0,3,0,5,-,
388,Goldaniga,d,FRO,29,"5,59","5,62",1,0,0 / 0,0,1,6,0,6,-,
389,Zukanovic,d,GEN,24,"5,73","5,62",0,0,0 / 0,0,0,5,0,6,-,17
390,Thereau,a,CAG,4,"5,62","5,62",0,0,0 / 0,0,0,1,0,7,-,13
391,Donsah,c,BOL,4,"5,62","5,62",0,0,0 / 0,0,0,0,0,5,-,12
392,Deiola,c,CAG,17,"5,71","5,62",0,0,0 / 0,0,1,5,0,4,-,13
393,Ciciretti,c,PAR,4,"5,62","5,62",0,0,0 / 0,0,0,0,0,7,-,10
394,Gunter,d,GEN,12,"5,67","5,62",0,0,0 / 0,0,0,1,0,4,-,17
395,Bradaric F.,c,CAG,23,"5,76","5,61",0,0,0 / 0,0,1,5,0,7,-,13
396,Pereira P.,d,GEN,20,"5,62","5,6",0,0,0 / 0,0,0,1,0,5,-,17
397,Barak,c,UDI,5,"5,6","5,6",0,0,0 / 0,0,0,0,0,8,-,14
398,Lykogiannis,d,CAG,10,"5,55","5,6",0,0,0 / 0,0,1,1,0,3,-,13
399,Diawara,c,NAP,11,"5,77","5,59",0,0,0 / 0,0,0,4,0,6,-,7
400,Di Gaudio,c,PAR,11,"5,59","5,59",0,0,0 / 0,0,0,0,0,4,-,10
401,Gonzalez G,d,BOL,11,"5,59","5,59",0,0,0 / 0,0,1,2,0,5,-,12
402,Ferrari A.,d,SAM,6,"5,75","5,58",0,0,0 / 0,0,0,2,0,3,-,15
403,Laurini,d,FIO,13,"5,73","5,58",0,0,0 / 0,0,0,4,0,4,-,9
404,Ariaudo,d,FRO,19,"5,74","5,58",0,0,0 / 0,0,0,2,0,6,-,
405,Molinaro,d,FRO,14,"5,64","5,57",0,0,0 / 0,0,0,2,0,5,-,
406,Cionek,d,SPA,30,"5,75","5,57",0,0,0 / 0,0,2,12,2,7,-,20
407,Barba,d,CHI,30,"5,7","5,55",0,0,0 / 0,0,0,5,2,6,-,
408,Falcinelli,a,BOL,11,"5,45","5,55",0,0,0 / 0,0,1,0,0,9,-,12
409,Marcano,d,ROM,10,"5,55","5,55",0,0,0 / 0,0,0,0,0,5,-,5
410,Capuano,d,FRO,27,"5,67","5,54",0,0,0 / 0,0,0,5,1,6,-,
411,Sirigu,p,TOR,36,"6,36","5,54",0,35,0 / 0,2,0,1,0,15,-,16
412,Biabiany,c,PAR,17,"5,65","5,53",0,0,0 / 0,0,0,4,0,5,-,10
413,Jaroszynski,d,CHI,19,"5,58","5,53",0,0,0 / 0,0,0,2,0,6,-,
414,Ceravolo,a,PAR,22,"5,41","5,52",2,0,1 / 2,0,0,1,0,6,-,10
415,Szczesny,p,JUV,28,"6,11","5,5",0,20,0 / 0,1,0,0,0,17,-,1
416,Wague,d,UDI,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,14
417,Viviani,c,FRO,5,"5,6","5,5",0,0,0 / 0,0,0,1,0,4,-,
418,Trotta,a,FRO,8,"5,5","5,5",0,0,0 / 0,0,0,0,0,4,-,
419,Edera,a,BOL,5,"5,6","5,5",0,0,0 / 0,0,0,1,0,3,-,12
420,Dessena,c,CAG,6,"5,75","5,5",0,0,0 / 0,0,0,3,0,2,-,13
421,Mazzitelli,c,GEN,9,"5,67","5,5",0,0,0 / 0,0,0,3,0,3,-,17
422,Veseli,d,EMP,29,"5,57","5,5",0,0,0 / 0,0,0,4,0,6,-,
423,Okwonkwo,a,BOL,7,"5,57","5,5",0,0,0 / 0,0,0,2,0,3,-,12
424,Bani,d,CHI,30,"5,72","5,5",0,0,0 / 0,0,0,7,1,7,-,
425,Everton Luiz,c,SPA,9,"5,72","5,5",0,0,0 / 0,0,0,5,0,4,-,20
426,Coric,c,ROM,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,5
427,Bremer,d,TOR,2,"5,75","5,5",0,0,0 / 0,0,0,1,0,2,-,16
428,Vizeu,a,UDI,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,4,-,14
429,Da Cruz,a,PAR,3,"5,5","5,5",0,0,0 / 0,0,0,0,0,2,-,10
430,Kulusevski,c,ATA,3,"5,5","5,5",0,0,0 / 0,0,0,0,0,2,-,3
431,Ardaiz,a,FRO,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,
432,Piazon,c,CHI,3,"5,5","5,5",0,0,0 / 0,0,0,0,0,7,-,
433,Oberlin,a,EMP,3,"5,5","5,5",0,0,0 / 0,0,0,0,0,8,-,
434,Doratiotto,a,CAG,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,13
435,Piccoli,a,ATA,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,2,-,3
436,Rossettini,d,CHI,21,"5,60","5,48",0,0,0 / 0,0,0,5,0,6,-,
437,Sandro,c,UDI,22,"5,68","5,48",0,0,0 / 0,0,1,8,0,6,-,14
438,Donnarumma G.,p,MIL,35,"6,33","5,47",0,31,0 / 0,1,0,4,0,17,-,6
439,Rolon,c,GEN,17,"5,71","5,47",0,0,0 / 0,0,0,9,0,4,-,17
440,Maietta,d,EMP,21,"5,57","5,45",0,0,0 / 0,0,0,5,0,6,-,
441,Helander,d,BOL,19,"5,61","5,45",0,0,0 / 0,0,0,6,0,5,-,12
442,Gobbi,d,PAR,15,"5,43","5,4",0,0,0 / 0,0,1,3,0,3,-,10
443,Rigoni N,c,CHI,24,"5,56","5,40",0,0,0 / 0,0,1,8,1,4,-,
444,Cerri,a,CAG,14,"5,5","5,39",0,0,0 / 0,0,0,3,0,4,-,13
445,Meret,p,NAP,14,"6,11","5,39",0,9,0 / 0,0,0,0,1,12,-,7
446,Nagy,c,BOL,13,"5,54","5,38",0,0,0 / 0,0,0,2,1,4,-,12
447,Simic L,d,SPA,4,"5,38","5,38",0,0,0 / 0,0,0,0,0,1,-,20
448,Dickmann,d,SPA,4,"5,5","5,38",0,0,0 / 0,0,0,1,0,3,-,20
449,Crisetig,c,FRO,7,"5,57","5,36",0,0,0 / 0,0,0,3,0,2,-,
450,Brighenti,d,FRO,11,"5,55","5,36",0,0,0 / 0,0,0,4,0,4,-,
451,Handanovic,p,INT,38,"6,21","5,34",0,33,0 / 0,0,0,0,0,15,-,2
452,Karnezis,p,NAP,9,"6,11","5,33",0,7,0 / 0,0,0,0,0,4,-,7
453,Ingelsson,c,UDI,3,"5,33","5,33",0,0,0 / 0,0,0,0,0,2,-,14
454,Schiappacasse,a,PAR,3,"5,33","5,33",0,0,0 / 0,0,0,0,0,3,-,10
455,Durmisi,d,LAZ,8,"5,56","5,31",0,0,0 / 0,0,0,4,0,3,-,4
456,Capezzi,c,EMP,10,"5,65","5,3",0,0,0 / 0,0,0,3,0,2,-,
457,Krajnc,d,FRO,9,"5,44","5,28",0,0,0 / 0,0,0,3,0,2,-,
458,Rasmussen,d,EMP,13,"5,31","5,27",0,0,0 / 0,0,1,3,0,3,-,
459,Pucciarelli,a,CHI,8,"5,31","5,25",0,0,0 / 0,0,0,1,0,3,-,
460,Omeonga,c,GEN,2,"5,5","5,25",0,0,0 / 0,0,0,1,0,1,-,17
461,Medeiros,a,GEN,2,"5,25","5,25",0,0,0 / 0,0,0,0,0,5,-,17
462,Paz,d,BOL,2,"5,5","5,25",0,0,0 / 0,0,0,1,0,2,-,12
463,Zeegelaar,d,UDI,12,"5,54","5,25",0,0,0 / 0,0,0,5,1,3,-,14
464,Opoku,d,UDI,11,"5,45","5,23",0,0,0 / 0,0,0,5,0,4,-,14
465,Andreolli,d,CHI,10,"5,35","5,2",0,0,0 / 0,0,0,3,0,3,-,
466,Ichazo,p,TOR,3,"5,83","5,17",0,2,0 / 0,0,0,0,0,3,-,16
467,Wallace,d,LAZ,15,"5,53","5,17",0,0,0 / 0,0,0,3,0,4,-,4
468,Cragno,p,CAG,38,"6,45","5,17",0,54,0 / 0,2,0,1,0,12,-,13
469,Lemos,d,SAS,3,"5,17","5,17",0,0,0 / 0,0,0,0,0,3,-,8
470,Wilmot,d,UDI,3,"5,17","5,17",0,0,0 / 0,0,0,1,0,2,-,14
471,Reina,p,MIL,4,"6,38","5,12",0,5,0 / 0,0,0,0,0,4,-,6
472,Gollini,p,ATA,20,"6,18","5,1",0,21,0 / 0,0,0,1,0,10,-,3
473,Strakosha,p,LAZ,35,"6,19","5,1",0,39,0 / 0,1,0,4,0,12,-,4
474,Sierralta,d,PAR,5,"5,7","5,1",0,0,0 / 0,0,0,2,0,1,-,10
475,Spolli,d,GEN,7,"5,5","5,07",0,0,0 / 0,0,0,2,0,3,-,17
476,Dragowski,p,EMP,17,"6,47","5,06",0,26,0 / 0,1,0,2,0,8,-,
477,Terracciano,p,FIO,10,"6,35","5,05",0,13,0 / 0,0,0,0,0,5,-,9
478,Perica,a,FRO,7,"5,21","5,0",0,0,0 / 0,0,0,3,0,5,-,
479,Pezzella Giu.,d,GEN,5,"5,3","5,0",0,0,0 / 0,0,0,1,1,2,-,17
480,Valencia Jm,c,BOL,1,"5,5","5,0",0,0,0 / 0,0,0,1,0,2,-,12
481,Jandrei,p,GEN,1,"6,0","5,0",0,1,0 / 0,0,0,0,0,3,-,17
482,Perin,p,JUV,9,"5,89","4,94",0,8,0 / 0,0,0,1,0,4,-,1
483,Radu I.,p,GEN,33,"6,24","4,94",0,46,0 / 0,1,0,0,0,11,-,17
484,Semper,p,CHI,6,"6,25","4,92",0,8,0 / 0,0,0,0,0,4,-,
485,Ospina,p,NAP,17,"6,09","4,91",0,20,0 / 0,0,0,0,0,7,-,7
486,Consigli,p,SAS,36,"6,22","4,86",0,56,0 / 0,3,0,2,1,14,-,8
487,Lafont,p,FIO,34,"6,03","4,85",0,40,0 / 0,1,0,2,0,11,-,9
488,Musso,p,UDI,29,"6,28","4,83",0,40,0 / 0,0,0,4,0,11,-,14
489,Viviano,p,SPA,17,"6,29","4,82",0,25,0 / 0,0,0,0,0,10,-,20
490,Gomis A,p,SPA,20,"6,08","4,72",0,27,0 / 0,0,0,0,0,7,-,20
491,Scuffet,p,UDI,9,"6,17","4,72",0,13,0 / 0,0,0,0,0,3,-,14
492,Audero,p,SAM,36,"6,07","4,68",0,51,0 / 0,1,0,4,0,10,-,15
493,Berisha,p,ATA,18,"6,06","4,64",0,25,0 / 0,0,0,1,0,7,-,3
494,Skorupski,p,BOL,38,"6,08","4,59",0,56,0 / 0,0,0,1,0,10,-,12
495,Sorrentino,p,CHI,31,"6,35","4,58",0,60,0 / 0,2,0,2,0,8,-,
496,Pegolo,p,SAS,3,"6,0","4,5",0,4,0 / 0,0,0,1,0,2,-,8
497,Frattali,p,PAR,1,"6,5","4,5",0,2,0 / 0,0,0,0,0,1,-,10
498,Sepe,p,PAR,37,"6,11","4,45",0,59,0 / 0,0,0,1,0,7,-,10
499,Olsen,p,ROM,27,"5,98","4,39",0,42,0 / 0,0,0,2,0,9,-,5
500,Bardi,p,FRO,3,"6,0","4,33",0,5,0 / 0,0,0,0,0,2,-,
501,Sportiello,p,FRO,35,"6,1","4,2",0,64,0 / 0,0,0,5,0,6,-,
502,Proto,p,LAZ,2,"6,0","3,75",0,4,0 / 0,0,0,1,0,1,-,4
503,Provedel,p,EMP,16,"5,81","3,56",0,36,0 / 0,0,0,0,0,4,-,
504,Pinsoglio,p,JUV,1,"5,5","3,5",0,2,0 / 0,0,0,0,0,1,-,1
505,Tanasijevic,d,CHI,1,"4,5","3,5",0,0,0 / 0,0,0,0,1,1,-,
506,Marchetti,p,GEN,4,"5,75","3,12",0,10,0 / 0,0,0,1,0,4,-,17
507,Milinkovic-Savic V.,p,SPA,2,"5,5","3,0",0,4,0 / 0,0,0,0,1,2,-,20
508,Seculin,p,CHI,2,"5,75","2,25",0,7,0 / 0,0,0,0,0,1,-,
509,Guerrieri,p,LAZ,1,"5,0","2,0",0,3,0 / 0,0,0,0,0,1,-,4
510,Da Costa,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,12
511,Rizzo,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-,12
512,Romagnoli S.,d,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-,
513,Lollo,c,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
514,Diakhate,c,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,10
515,Ciofani M,d,FRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-,
516,Verde,a,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,5
517,Donnarumma An.,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,6
518,Berni,p,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,2
519,Marchisio,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-,1
520,Basta,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,4
521,Simic S,d,FRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
522,Vergara,d,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
523,Bertolacci,c,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,6
524,Montolivo,c,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,6
525,Niang,a,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,11,-,16
526,Gabriel,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,6
527,Strinic,d,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,6
528,Terranova,d,FRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,-,
529,Padelli,p,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,2
530,Heurtaux,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,14
531,Pontisso,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,14
532,Verre,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,15
533,Rafael,p,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
534,Kalinic,a,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,15,-,6
535,Krafth,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,12
536,Perisan,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,14
537,Belec,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,15
538,Vitale,c,SPA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,20
539,Tumminello,a,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,1,0,3,-,3
540,Balic,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,14
541,Caldara,d,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,-,6
542,Di Gennaro D,c,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,4
543,Munari,c,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,10
544,Diks,d,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
545,Minala,c,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,4
546,Fulignati,p,SPA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,20
547,Aresti,p,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
548,Tozzo,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,15
549,Angella,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,14
550,Ewandro,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-,14
551,Ricci F.,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,8
552,Letschert,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,8
553,Lombardi,a,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,4
554,Gomez G,d,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,6
555,Sanchez C,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-,9
556,Ragusa,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,8
557,Cristoforo,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,9
558,Olivera M.,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,9
559,Plizzari,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,6
560,Rossi A,a,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,4
561,Petkovic,a,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,12
562,Satalino,p,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,8
563,Falcone,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,15
564,Scamacca,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,8
565,Coulibaly M.,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,14
566,Han,a,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,-,13
567,Jakupovic,a,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
